Rating,maincateg,platform,price1,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
4.3,0,1,1549,4299,48.0,10.0,24.0,16.0,5.0,2,1,0
4.2,1,1,209,259,230.0,37.0,136.0,44.0,26.0,11,13,1
3.8,1,1,297,549,903.0,115.0,412.0,169.0,136.0,70,117,1
4.2,0,1,2271,3495,11.0,2.0,5.0,5.0,0.0,0,1,0
4.0,0,1,283,999,11.0,0.0,5.0,3.0,2.0,0,1,0
3.9,1,1,289,699,125.0,14.0,62.0,27.0,16.0,6,14,1
4.0,1,1,289,999,467.0,61.0,265.0,76.0,50.0,33,43,0
4.1,0,1,599,999,65.0,9.0,39.0,9.0,7.0,7,3,1
4.1,1,1,549,999,145.0,19.0,83.0,21.0,26.0,4,11,0
3.6,1,1,314,999,3772.0,498.0,1510.0,694.0,630.0,344,594,0
4.1,0,1,379,499,62.0,12.0,32.0,17.0,6.0,2,5,1
3.9,1,1,517,1195,54.0,3.0,8.0,23.0,5.0,5,8,0
3.6,0,1,526,967,589.0,65.0,407.0,135.0,101.0,49,205,1
4.2,0,1,1699,3999,47474.0,5870.0,26146.0,12023.0,4690.0,1621,2994,1
4.4,0,1,949,2299,76.0,10.0,49.0,15.0,6.0,2,4,1
4.4,0,1,2749,2999,14.0,0.0,9.0,3.0,1.0,0,1,0
3.6,0,1,297,1399,460.0,50.0,196.0,80.0,63.0,45,76,0
4.2,1,1,599,999,38.0,4.0,23.0,6.0,5.0,2,2,0
4.1,1,1,599,999,16.0,1.0,5.0,8.0,3.0,0,0,1
4.0,0,1,459,1499,219.0,39.0,110.0,49.0,24.0,16,20,0
4.3,1,1,2466,4188,153.0,20.0,150.0,60.0,16.0,3,7,1
4.3,1,1,500,999,473.0,68.0,275.0,119.0,45.0,16,18,1
3.8,1,1,386,998,153.0,17.0,66.0,37.0,22.0,17,11,1
4.0,0,1,290,799,21870.0,2498.0,0.0,0.0,0.0,0,0,0
4.0,1,1,531,1169,21.0,2.0,8.0,5.0,1.0,2,4,0
4.1,0,1,699,875,308.0,44.0,150.0,60.0,13063.0,4694,7779,1
3.9,0,1,399,999,1304.0,175.0,583.0,332.0,194.0,87,108,1
4.0,1,1,449,1299,23.0,2.0,14.0,2.0,3.0,2,2,0
3.8,1,1,199,499,787.0,99.0,385.0,148.0,98.0,55,101,0
4.2,0,1,553,675,46413.0,6229.0,26308.0,11106.0,4512.0,1545,2942,1
4.2,0,1,1346,1495,654.0,85.0,367.0,171.0,53.0,23,40,0
4.0,0,1,940,1999,5457.0,791.0,2642.0,1456.0,645.0,252,462,1
4.0,1,1,399,799,2795.0,380.0,1362.0,670.0,390.0,154,219,0
4.1,1,1,462,999,365.0,50.0,210.0,63.0,43.0,25,24,0
4.0,0,1,404,425,308.0,44.0,150.0,5823.0,34.0,1248,2378,1
3.9,0,1,499,999,1687.0,247.0,873.0,277.0,192.0,120,225,1
5.0,1,1,3961,9600,3.0,0.0,3.0,0.0,0.0,0,0,0
3.8,1,1,432,499,411.0,63.0,199.0,78.0,48.0,25,61,0
4.0,1,1,347,499,4147.0,688.0,2175.0,864.0,538.0,204,366,1
4.2,1,1,285,542,6.0,0.0,4.0,0.0,1.0,1,0,0
4.1,0,1,1649,3299,1864.0,257.0,1049.0,423.0,159.0,64,169,1
4.8,0,1,569,1499,19.0,1.0,16.0,2.0,1.0,0,0,0
3.8,0,1,379,999,53.0,13.0,25.0,8.0,10.0,4,6,1
4.1,1,1,1048,1999,63.0,7.0,33.0,15.0,7.0,4,3,1
4.0,0,1,379,998,7277.0,44.0,150.0,60.0,34.0,438,714,1
4.0,1,1,397,999,29.0,2.0,15.0,7.0,3.0,1,3,0
4.3,0,1,549,599,55.0,11.0,33.0,12.0,4.0,4,2,0
4.2,0,1,448,599,6.0,0.0,4.0,0.0,1.0,1,0,0
4.3,0,1,1253,1790,18076.0,2488.0,10096.0,5178.0,1619.0,449,734,1
3.4,0,1,236,999,207.0,25.0,89.0,23.0,26.0,19,50,0
4.3,1,1,835,999,17117.0,2296.0,9662.0,5025.0,1421.0,366,643,1
4.0,0,1,299,599,294.0,39.0,161.0,46.0,39.0,17,31,0
3.4,1,0,310,310,492.0,236.0,21.0,7.0,15.0,22,35,0
4.0,0,1,474,999,131.0,17.0,72.0,25.0,12.0,11,11,1
4.1,1,1,209,279,9356.0,1210.0,4863.0,2421.0,1146.0,420,506,1
4.0,0,1,522,999,53098.0,6453.0,28697.0,9975.0,6693.0,2823,4910,0
4.0,0,1,719,1999,858.0,151.0,425.0,184.0,125.0,43,81,1
4.0,1,1,305,799,533.0,82.0,274.0,122.0,61.0,26,50,1
4.2,0,1,380,999,206.0,41.0,130.0,35.0,16.0,11,14,0
4.1,1,1,492,599,328.0,44.0,176.0,69.0,49.0,10,24,0
4.4,1,1,525,999,5.0,0.0,3.0,1.0,1.0,0,0,0
3.9,0,1,426,1399,3569.0,611.0,1954.0,567.0,386.0,205,457,1
4.0,1,1,298,999,577.0,60.0,316.0,117.0,55.0,36,55,1
3.9,0,1,698,998,653.0,91.0,310.0,133.0,93.0,46,71,1
3.9,0,1,2398,3499,57.0,7.0,29.0,14.0,3.0,2,9,1
4.1,1,1,2176,5499,35.0,4.0,23.0,5.0,1.0,1,5,1
4.2,1,1,599,699,184.0,33.0,101.0,44.0,21.0,10,8,0
3.0,1,1,2250,4499,7.0,2.0,2.0,0.0,2.0,2,1,1
4.0,1,1,255,499,2970.0,312.0,1419.0,690.0,436.0,177,247,1
4.4,1,1,345,599,35.0,6.0,25.0,4.0,3.0,2,1,0
4.2,1,1,491,999,1364.0,228.0,859.0,230.0,122.0,56,96,1
4.1,1,1,2997,4995,175.0,17.0,99.0,43.0,11.0,4,18,1
4.5,0,1,1499,2999,79.0,9.0,59.0,12.0,3.0,1,4,1
3.7,0,1,349,1299,9883.0,1151.0,4656.0,1428.0,1308.0,742,1749,1
4.1,0,1,449,499,763.0,107.0,453.0,132.0,62.0,35,81,1
4.1,0,1,608,1499,50.0,10.0,25.0,15.0,4.0,1,5,0
4.3,0,1,1260,2999,2670.0,348.0,1584.0,697.0,219.0,61,109,1
4.3,0,1,999,1499,307.0,33.0,186.0,71.0,28.0,7,15,0
4.2,1,1,380,999,3717.0,562.0,2158.0,730.0,380.0,159,290,1
3.8,1,1,198,499,3640.0,374.0,1652.0,802.0,524.0,267,395,0
3.7,0,1,308,749,198.0,13.0,103.0,25.0,16.0,19,35,0
3.6,1,1,200,999,1656.0,229.0,738.0,227.0,244.0,141,300,1
4.0,1,1,182,599,250.0,33.0,143.0,39.0,27.0,12,29,0
3.8,1,1,395,599,873.0,148.0,413.0,185.0,103.0,64,108,0
3.8,0,1,499,1299,13332.0,1590.0,6512.0,2486.0,1832.0,820,1682,1
4.1,1,1,569,999,563.0,77.0,307.0,115.0,68.0,26,47,1
4.1,0,1,737,899,36123.0,5028.0,18688.0,9898.0,3707.0,1272,2558,1
3.9,1,1,425,499,476.0,73.0,245.0,86.0,66.0,30,49,0
3.9,1,1,399,499,1831.0,292.0,825.0,450.0,299.0,96,161,1
4.0,1,1,469,499,127.0,29.0,61.0,28.0,21.0,5,12,0
4.1,0,1,289,499,118.0,22.0,68.0,23.0,12.0,4,11,0
4.0,1,1,299,499,1766.0,231.0,888.0,379.0,221.0,105,173,1
4.0,1,1,448,999,312.0,42.0,149.0,74.0,41.0,14,31,1
4.3,1,1,1399,3999,23.0,4.0,11.0,9.0,3.0,0,0,0
4.1,1,1,649,999,104.0,17.0,55.0,23.0,13.0,5,8,1
3.9,0,1,479,999,380.0,52.0,173.0,92.0,52.0,23,40,0
4.0,1,1,398,699,183.0,23.0,89.0,42.0,29.0,10,13,1
3.7,1,1,964,2195,192.0,30.0,84.0,46.0,17.0,16,29,1
4.0,1,1,349,655,12175.0,1877.0,6420.0,2513.0,1470.0,729,1043,0
3.9,1,1,288,499,895.0,111.0,491.0,126.0,100.0,66,112,1
4.0,0,1,279,599,1307.0,144.0,761.0,173.0,114.0,72,187,0
4.0,0,1,424,1299,693.0,92.0,401.0,97.0,65.0,46,84,0
4.1,0,1,389,999,30678.0,3748.0,17609.0,5204.0,3257.0,1715,2893,1
3.6,0,1,499,999,1173.0,156.0,466.0,243.0,202.0,92,170,1
4.1,0,1,1596,1995,155.0,17.0,91.0,28.0,16.0,7,13,0
4.8,1,1,399,699,5.0,1.0,4.0,1.0,0.0,0,0,0
3.9,0,1,337,999,308.0,44.0,35.0,12.0,8.0,5,8,0
3.8,0,1,459,999,2136.0,314.0,1040.0,359.0,300.0,141,296,1
3.7,0,1,949,2899,982.0,155.0,452.0,179.0,136.0,57,158,0
4.3,0,1,1047,1499,222.0,19.0,141.0,40.0,24.0,7,10,1
4.1,1,1,199,799,7.0,0.0,5.0,0.0,1.0,0,1,0
4.2,1,1,599,1998,211.0,39.0,121.0,43.0,23.0,9,15,0
4.5,1,1,1462,3499,198.0,19.0,132.0,49.0,11.0,4,2,1
3.8,1,1,179,599,54.0,4.0,31.0,2.0,7.0,4,8,0
4.0,0,1,499,999,945.0,108.0,502.0,161.0,126.0,46,110,1
4.0,0,1,664,1494,308.0,44.0,150.0,60.0,47.0,21,40,1
3.7,0,1,534,999,108.0,12.0,56.0,13.0,14.0,4,21,0
3.7,1,1,499,550,241.0,40.0,92.0,67.0,32.0,22,28,1
3.9,0,1,949,2849,1186.0,152.0,597.0,241.0,144.0,70,134,1
4.3,0,1,1253,1790,18069.0,2487.0,10091.0,5177.0,1619.0,449,733,1
4.1,1,1,249,499,37.0,9.0,22.0,6.0,2.0,5,2,0
3.3,1,1,629,999,12.0,0.0,4.0,1.0,4.0,0,3,0
3.8,1,1,159,499,2331.0,315.0,1176.0,389.0,303.0,168,297,0
4.3,0,1,1907,3599,180.0,22.0,111.0,35.0,19.0,3,12,1
4.3,1,1,840,999,17117.0,2296.0,9662.0,5025.0,1421.0,366,643,1
4.1,1,1,243,269,753.0,126.0,374.0,205.0,90.0,42,38,1
4.0,1,1,220,599,528.0,59.0,267.0,130.0,49.0,31,51,0
4.3,1,1,363,999,45.0,8.0,26.0,11.0,6.0,0,2,0
4.0,1,1,521,1299,66.0,10.0,32.0,18.0,8.0,3,5,1
4.2,1,1,802,954,3223.0,472.0,1738.0,875.0,324.0,107,179,1
4.2,0,1,1599,3999,52.0,5.0,32.0,10.0,4.0,2,4,1
3.9,0,1,333,999,26.0,1.0,11.0,5.0,7.0,2,1,0
3.6,1,1,569,1299,12.0,3.0,4.0,3.0,3.0,0,2,1
4.4,1,1,425,499,670.0,154.0,442.0,113.0,63.0,14,38,0
3.5,0,1,363,999,43.0,4.0,17.0,9.0,2.0,8,7,0
4.5,0,1,2492,5095,10.0,3.0,8.0,1.0,0.0,0,1,0
4.2,1,1,2805,6499,56.0,8.0,28.0,19.0,5.0,1,3,1
4.0,1,1,685,999,308.0,44.0,150.0,55.0,34.0,14,28,0
3.9,1,1,464,489,991.0,162.0,427.0,246.0,158.0,74,86,1
4.0,1,1,599,999,288.0,47.0,152.0,60.0,28.0,11,37,0
4.2,1,1,819,999,157.0,20.0,82.0,45.0,17.0,5,7,1
4.1,1,1,999,1699,51.0,5.0,25.0,10.0,13.0,1,2,0
4.8,0,1,399,999,4.0,0.0,3.0,1.0,0.0,0,0,0
4.0,1,1,2080,5999,32.0,3.0,16.0,8.0,3.0,1,4,1
4.1,1,1,349,699,1234.0,151.0,621.0,323.0,155.0,62,73,1
4.3,0,1,1483,2799,63.0,4.0,30.0,27.0,2.0,2,2,1
3.7,0,1,498,1299,308.0,44.0,150.0,60.0,228.0,129,302,0
3.9,0,1,474,999,12369.0,1617.0,5993.0,2742.0,1668.0,718,1248,1
4.0,1,1,399,799,308.0,44.0,150.0,254.0,34.0,55,106,1
3.3,1,1,449,499,44.0,3.0,11.0,14.0,4.0,6,9,1
3.9,1,1,360,499,1252.0,166.0,636.0,232.0,156.0,76,152,0
4.1,0,1,657,949,505.0,82.0,260.0,122.0,56.0,27,40,0
4.1,0,1,640,999,122530.0,17777.0,64987.0,26517.0,14984.0,6121,9921,1
3.8,0,1,640,1999,6869.0,914.0,2894.0,1571.0,1102.0,485,817,1
3.8,0,1,389,998,4655.0,678.0,2231.0,824.0,698.0,345,557,1
4.2,1,1,2794,4299,166.0,24.0,95.0,38.0,12.0,7,15,1
3.8,1,1,971,3599,75.0,7.0,37.0,12.0,10.0,4,12,1
4.1,1,1,444,549,62.0,11.0,34.0,10.0,11.0,4,3,0
3.7,0,1,698,1996,102.0,13.0,45.0,23.0,13.0,3,18,1
4.2,0,1,664,2395,30.0,6.0,18.0,7.0,0.0,3,2,0
4.2,1,1,664,999,873.0,156.0,508.0,174.0,87.0,37,63,1
3.9,0,1,270,699,375.0,44.0,192.0,61.0,55.0,28,39,0
4.1,0,1,473,499,1803.0,237.0,971.0,351.0,237.0,95,149,1
4.3,1,1,395,999,2484.0,394.0,1539.0,460.0,248.0,73,164,1
4.3,0,1,1047,1499,458.0,46.0,285.0,101.0,40.0,10,22,1
4.0,0,1,499,999,104450.0,14214.0,55219.0,20234.0,13250.0,6074,9673,1
4.4,1,1,608,999,32.0,7.0,20.0,7.0,4.0,0,1,0
4.0,0,1,499,1199,257.0,26.0,136.0,47.0,30.0,17,27,0
4.1,0,1,299,999,491.0,70.0,264.0,107.0,48.0,25,47,1
4.1,1,1,499,1199,67.0,12.0,29.0,21.0,11.0,2,2,0
4.0,1,1,299,999,475.0,58.0,254.0,93.0,52.0,30,41,0
3.9,1,1,499,1299,370.0,67.0,181.0,77.0,50.0,20,42,0
4.1,0,1,439,999,712.0,69.0,427.0,106.0,66.0,42,71,1
4.0,0,1,499,998,334.0,42.0,181.0,62.0,39.0,17,35,1
4.1,1,1,329,499,561.0,59.0,285.0,133.0,75.0,31,37,0
4.5,1,1,2329,3999,27.0,4.0,17.0,7.0,3.0,0,0,1
3.9,0,1,429,999,95.0,9.0,55.0,10.0,12.0,5,13,0
4.2,1,1,494,899,5.0,2.0,3.0,0.0,2.0,0,0,0
3.6,0,1,331,499,31.0,2.0,10.0,10.0,5.0,1,5,0
4.0,1,1,599,1499,306.0,42.0,158.0,61.0,46.0,15,26,1
4.0,1,1,455,533,607.0,128.0,308.0,128.0,80.0,23,68,0
4.1,1,1,379,699,914.0,113.0,503.0,171.0,118.0,50,72,0
4.2,1,1,599,999,10.0,0.0,6.0,2.0,1.0,0,1,1
4.7,1,1,599,999,308.0,44.0,150.0,1.0,34.0,0,0,0
4.1,0,1,348,999,2310.0,331.0,1287.0,441.0,285.0,119,178,0
3.5,0,1,464,999,72.0,5.0,30.0,12.0,8.0,5,17,0
4.0,0,1,203,499,16414.0,1701.0,9910.0,2033.0,1640.0,955,1876,1
3.8,0,1,539,2999,66.0,10.0,27.0,16.0,11.0,4,8,0
3.9,1,1,399,699,9184.0,1620.0,4266.0,2158.0,1312.0,497,951,0
4.5,1,1,1085,2191,398.0,56.0,356.0,107.0,38.0,5,5,1
3.8,0,1,354,999,49.0,6.0,26.0,7.0,4.0,6,6,0
4.0,1,1,218,799,3.0,1.0,1.0,1.0,1.0,0,0,0
4.1,0,1,590,1499,31080.0,4702.0,16396.0,7666.0,3642.0,1283,2093,1
4.0,0,1,629,699,175.0,26.0,87.0,45.0,17.0,11,15,1
3.6,0,1,280,999,65.0,9.0,31.0,9.0,8.0,5,12,0
3.9,1,1,449,999,283.0,42.0,124.0,69.0,49.0,17,24,0
4.2,0,1,599,1699,2027.0,397.0,1308.0,262.0,153.0,98,206,1
4.4,1,1,2737,4999,303.0,26.0,201.0,61.0,24.0,9,8,1
4.2,0,1,1249,2499,2526.0,328.0,1380.0,679.0,253.0,63,151,1
4.2,1,1,507,999,54.0,16.0,29.0,14.0,6.0,2,3,0
4.4,1,1,475,999,444.0,79.0,284.0,86.0,38.0,18,18,1
4.1,1,1,290,799,543.0,76.0,302.0,110.0,68.0,20,48,0
4.2,0,1,1333,1990,2240.0,295.0,1271.0,547.0,229.0,62,131,1
3.8,1,1,499,999,24.0,5.0,9.0,8.0,3.0,0,4,1
4.0,1,1,349,999,7139.0,859.0,3542.0,1587.0,937.0,439,633,1
4.3,1,1,1499,1699,2076.0,342.0,1301.0,461.0,132.0,55,127,1
3.6,1,1,474,849,24.0,3.0,13.0,2.0,2.0,1,6,0
4.0,0,1,719,1999,308.0,44.0,150.0,60.0,125.0,43,81,1
3.3,1,1,314,449,139.0,18.0,54.0,15.0,20.0,14,36,0
3.9,0,1,321,499,162.0,24.0,76.0,30.0,29.0,12,15,0
4.1,0,1,302,309,1117.0,165.0,599.0,271.0,125.0,43,79,1
3.6,0,0,416,580,128.0,40.0,14.0,8.0,8.0,17,43,0
4.5,0,1,2399,5999,168.0,23.0,116.0,33.0,11.0,3,5,1
3.3,1,1,314,449,140.0,18.0,55.0,15.0,20.0,14,36,0
4.2,0,1,568,999,870.0,125.0,474.0,207.0,98.0,37,54,1
4.3,1,1,287,895,18.0,2.0,14.0,5.0,1.0,2,2,0
3.8,0,1,449,999,45.0,6.0,24.0,8.0,3.0,2,8,0
4.0,1,1,2200,5499,86.0,6.0,44.0,23.0,5.0,3,11,1
4.2,0,1,469,499,17035.0,2103.0,9223.0,4219.0,1888.0,614,1091,1
4.3,1,1,1604,4999,67.0,9.0,44.0,11.0,1.0,7,4,1
3.6,1,1,349,999,972.0,128.0,362.0,222.0,152.0,85,151,0
4.0,0,1,474,499,2593.0,427.0,1303.0,592.0,345.0,134,219,1
4.3,1,1,385,999,442.0,58.0,275.0,85.0,34.0,17,31,1
4.0,0,1,358,999,887.0,103.0,464.0,191.0,107.0,59,66,1
3.7,1,1,353,499,1189.0,186.0,525.0,246.0,176.0,75,169,0
4.0,1,1,199,499,169.0,21.0,92.0,26.0,26.0,13,12,0
4.5,0,1,770,1399,8.0,2.0,7.0,0.0,0.0,0,1,1
4.3,1,1,299,899,26.0,4.0,15.0,9.0,2.0,0,1,0
4.2,1,1,339,899,308.0,44.0,90.0,60.0,18.0,7,9,1
3.9,0,1,264,279,91.0,11.0,53.0,20.0,18.0,9,8,0
4.3,1,1,395,999,2483.0,405.0,1537.0,458.0,248.0,73,164,1
4.1,1,1,299,999,1035.0,141.0,596.0,195.0,113.0,41,91,1
5.0,1,1,259,499,5.0,0.0,4.0,0.0,0.0,1,0,0
3.9,1,1,208,499,526.0,93.0,254.0,125.0,68.0,36,47,1
3.7,0,1,284,999,693.0,72.0,325.0,111.0,94.0,69,94,1
3.9,1,1,161,553,2281.0,266.0,1792.0,420.0,257.0,108,433,1
3.9,1,1,429,999,35.0,8.0,19.0,3.0,7.0,2,4,0
4.3,1,1,489,1099,30.0,6.0,21.0,3.0,3.0,0,3,0
4.2,1,1,571,999,6517.0,1009.0,3780.0,1500.0,594.0,227,417,1
4.1,1,1,346,499,293.0,40.0,160.0,60.0,37.0,11,25,1
3.3,1,1,314,449,140.0,18.0,54.0,15.0,20.0,14,36,0
3.9,1,1,231,599,6103.0,723.0,3043.0,1208.0,818.0,451,583,1
4.4,1,1,1086,1253,377.0,51.0,358.0,76.0,22.0,9,22,0
3.8,1,1,284,699,97.0,9.0,49.0,17.0,14.0,5,15,0
4.0,0,1,399,999,72.0,6.0,42.0,7.0,10.0,7,6,0
4.1,0,1,2149,4299,2186.0,276.0,1118.0,566.0,211.0,105,186,1
4.3,0,1,849,999,3096.0,446.0,1796.0,764.0,275.0,102,159,0
3.9,1,1,387,499,71.0,11.0,37.0,12.0,8.0,3,11,1
3.8,1,1,499,999,6.0,1.0,2.0,3.0,0.0,0,1,0
3.9,0,1,399,999,224.0,24.0,117.0,37.0,28.0,15,27,1
4.0,0,1,399,999,5636.0,673.0,3064.0,974.0,663.0,326,609,1
4.3,1,1,1139,1999,24.0,3.0,16.0,3.0,2.0,1,2,1
4.0,0,1,499,999,14.0,4.0,7.0,3.0,2.0,1,1,0
4.2,0,1,1599,3999,1819.0,283.0,1037.0,460.0,163.0,52,107,1
3.9,1,1,250,1299,259.0,44.0,128.0,56.0,36.0,16,25,0
3.7,0,1,325,999,55.0,1.0,30.0,5.0,4.0,4,12,0
3.4,0,1,309,999,62.0,9.0,23.0,9.0,11.0,5,14,0
3.9,0,1,474,999,146.0,24.0,73.0,24.0,24.0,10,15,0
4.2,1,1,299,999,530.0,69.0,315.0,101.0,55.0,22,37,1
4.9,1,1,1700,2699,9.0,1.0,10.0,1.0,0.0,0,0,1
3.0,0,1,499,999,3.0,1.0,1.0,0.0,0.0,2,0,0
4.0,1,1,449,999,392.0,54.0,195.0,96.0,48.0,24,29,0
4.2,1,1,449,999,22.0,5.0,14.0,6.0,2.0,0,2,1
3.9,1,1,299,850,20.0,2.0,11.0,3.0,2.0,1,3,1
4.1,1,1,473,999,86.0,9.0,43.0,24.0,8.0,3,8,1
4.0,1,1,193,599,50.0,3.0,34.0,9.0,8.0,2,5,1
3.9,1,1,279,499,1615.0,190.0,784.0,327.0,216.0,114,174,1
4.1,0,1,590,1499,31080.0,4702.0,16396.0,7666.0,3642.0,1283,2093,1
4.0,1,1,699,1499,438.0,49.0,227.0,98.0,48.0,24,41,1
3.8,1,1,349,999,2181.0,340.0,1007.0,382.0,321.0,183,287,1
4.0,1,1,368,799,142.0,11.0,81.0,24.0,9.0,9,19,0
4.0,0,1,229,971,9898.0,1264.0,1222.0,2067.0,1342.0,593,2201,1
3.8,0,1,323,900,46667.0,44.0,150.0,60.0,6879.0,3392,6274,1
3.6,0,1,498,998,24436.0,2783.0,11443.0,3156.0,3010.0,2332,4495,1
4.0,0,1,251,499,24745.0,2986.0,13069.0,4483.0,3164.0,1518,2511,1
3.8,0,1,260,799,675.0,60.0,325.0,123.0,92.0,46,89,0
4.0,0,1,209,1099,170.0,11.0,100.0,19.0,15.0,17,19,0
4.4,0,1,2199,3999,325.0,52.0,212.0,69.0,21.0,10,13,1
4.3,1,1,395,999,2487.0,407.0,1539.0,460.0,248.0,73,164,1
4.0,1,1,1599,2699,300.0,38.0,146.0,73.0,35.0,15,31,0
4.2,0,1,2999,4999,981.0,122.0,589.0,201.0,75.0,34,82,1
4.1,0,1,450,999,15636.0,1738.0,9462.0,2261.0,1518.0,797,1598,1
4.1,1,1,999,1049,33.0,2.0,22.0,5.0,5.0,0,4,1
3.6,0,1,630,1799,92.0,17.0,37.0,19.0,13.0,9,14,1
4.1,1,1,243,269,749.0,126.0,374.0,205.0,90.0,42,38,1
4.0,0,1,236,499,26948.0,2952.0,14763.0,4292.0,3069.0,1694,3130,1
3.7,0,1,499,1299,1838.0,218.0,905.0,274.0,228.0,129,302,0
4.1,1,1,199,699,49.0,5.0,24.0,13.0,7.0,1,4,0
4.2,1,1,379,1199,1680.0,258.0,909.0,413.0,215.0,69,74,0
4.0,1,1,225,699,2270.0,318.0,1117.0,536.0,305.0,130,182,1
3.9,1,1,469,1000,776.0,120.0,369.0,164.0,110.0,42,91,0
3.8,0,1,549,999,2154.0,299.0,1094.0,307.0,285.0,153,315,1
3.8,1,1,549,999,26.0,4.0,12.0,6.0,3.0,2,3,0
4.2,1,1,395,999,308.0,44.0,460.0,60.0,34.0,36,54,0
4.1,1,1,299,599,41.0,9.0,19.0,13.0,5.0,3,1,1
4.2,0,1,312,319,2983.0,450.0,1675.0,750.0,314.0,95,149,1
4.3,0,1,495,499,132.0,17.0,76.0,36.0,12.0,3,5,0
4.1,0,1,569,599,3142.0,482.0,1573.0,905.0,374.0,130,160,1
4.4,1,1,399,999,75.0,12.0,53.0,11.0,5.0,1,5,1
4.4,1,1,663,799,656.0,95.0,392.0,163.0,58.0,16,24,1
3.9,1,1,533,1899,190.0,15.0,92.0,43.0,26.0,7,22,1
3.5,0,1,241,799,8519.0,987.0,3520.0,1393.0,1065.0,787,1754,0
3.3,1,1,285,999,14.0,0.0,5.0,0.0,6.0,0,3,0
3.8,1,1,424,499,4475.0,637.0,1781.0,1187.0,712.0,285,519,1
4.2,1,1,1599,3999,54.0,7.0,30.0,15.0,4.0,2,3,1
4.0,0,1,759,2495,7695.0,986.0,4323.0,1262.0,882.0,438,790,1
4.0,0,1,799,1799,6635.0,1063.0,3222.0,1809.0,747.0,302,555,1
4.0,1,0,497,499,228.0,116.0,11.0,5.0,9.0,21,54,0
3.8,1,1,1444,1699,20.0,4.0,10.0,4.0,1.0,0,4,1
4.2,1,1,299,899,121.0,19.0,71.0,26.0,16.0,1,10,0
4.2,1,1,299,499,2285.0,345.0,1394.0,412.0,241.0,95,143,1
4.3,1,1,436,999,140.0,26.0,79.0,37.0,14.0,7,3,1
4.3,1,1,549,999,54.0,9.0,32.0,13.0,5.0,2,2,0
4.2,1,1,426,999,346.0,50.0,190.0,78.0,43.0,15,20,1
3.6,1,1,499,998,63.0,8.0,27.0,9.0,10.0,8,9,1
4.4,0,1,2097,2995,72.0,7.0,50.0,13.0,3.0,3,3,1
4.2,1,1,479,999,273.0,33.0,159.0,53.0,32.0,10,19,0
3.9,1,1,399,999,2757.0,360.0,1324.0,605.0,400.0,181,247,1
3.6,0,1,349,499,51.0,8.0,25.0,9.0,3.0,2,12,0
4.1,0,1,1849,2890,395.0,47.0,197.0,112.0,48.0,20,18,1
4.2,0,1,398,999,18.0,3.0,11.0,4.0,0.0,2,1,0
4.1,1,1,603,999,622.0,102.0,330.0,148.0,74.0,26,42,1
2.3,1,1,479,1999,27.0,1.0,6.0,1.0,3.0,2,15,0
4.0,1,1,303,1299,677.0,91.0,382.0,111.0,75.0,39,70,0
3.9,1,1,199,599,1002.0,121.0,535.0,147.0,141.0,65,112,0
4.2,1,1,1248,2499,85.0,10.0,42.0,25.0,9.0,3,2,1
3.5,0,1,344,876,11.0,1.0,5.0,1.0,4.0,3,3,0
3.8,1,1,236,499,4404.0,586.0,1907.0,911.0,702.0,377,512,1
4.3,0,1,949,1899,7.0,1.0,3.0,3.0,1.0,0,0,1
3.9,1,1,999,2095,361.0,68.0,168.0,96.0,38.0,14,48,0
3.9,0,1,474,999,1689.0,248.0,875.0,277.0,192.0,120,225,0
4.0,0,1,319,816,886.0,103.0,236.0,182.0,96.0,3,78,1
4.2,1,1,444,799,310.0,54.0,176.0,69.0,27.0,14,23,0
4.0,1,1,725,1199,184.0,24.0,101.0,31.0,21.0,10,21,0
4.0,0,1,999,2399,308.0,308.0,150.0,490.0,216.0,102,198,0
4.2,0,1,749,2499,30.0,4.0,16.0,9.0,1.0,2,2,0
3.8,0,1,299,999,275.0,51.0,127.0,55.0,38.0,25,30,0
4.2,1,1,899,1200,26.0,3.0,16.0,5.0,1.0,1,3,0
4.0,1,1,195,799,186.0,27.0,102.0,31.0,20.0,15,20,0
3.8,1,1,569,999,67.0,14.0,34.0,7.0,12.0,5,9,1
3.7,0,1,566,2499,1136.0,213.0,447.0,293.0,176.0,72,148,1
3.9,0,1,449,999,3573.0,611.0,1956.0,569.0,386.0,205,457,1
3.8,1,0,399,399,250.0,155.0,10.0,7.0,15.0,27,41,0
3.8,1,1,385,599,8050.0,1191.0,3528.0,1847.0,1161.0,539,979,0
3.8,0,1,299,999,2436.0,209.0,1291.0,295.0,263.0,202,385,1
4.3,1,1,2025,4499,47.0,7.0,27.0,11.0,6.0,2,1,1
4.1,1,1,1743,2490,14.0,0.0,8.0,3.0,1.0,1,1,0
4.0,0,1,388,999,81.0,7.0,44.0,13.0,13.0,2,9,0
4.2,1,1,307,999,15.0,2.0,8.0,3.0,3.0,1,0,0
4.4,1,1,499,999,75.0,12.0,53.0,11.0,5.0,1,5,0
4.2,1,1,1271,1495,308.0,148.0,150.0,310.0,34.0,53,127,1
3.9,1,1,455,533,164.0,24.0,83.0,32.0,21.0,8,20,0
3.6,1,1,199,499,156.0,17.0,70.0,21.0,21.0,17,27,0
3.9,1,1,257,771,416.0,50.0,254.0,163.0,50.0,11,41,0
